Id,Predicted
19307997,284.42307098352177
20176193,153.92477688631422
19485371,105.1927292679532
13079990,57.9860267431514
22339757,113.52395025593783
7717071,172.7655289013536
19416433,148.45993963683446
28602814,240.4748989588578
3167768,299.7388406851113
22026277,207.89203612181433
20982450,106.1808577060511
16271468,112.86160755598357
14445183,135.93017856482078
6040356,121.82886837495742
11484489,174.10844987231135
29541600,149.71502208893727
2793834,185.3887509545449
588677,186.80259248238693
22940375,207.61799181572366
26126728,145.3930467522933
8072662,120.02872028290304
26250574,103.75786742094836
19568889,171.74038169716533
2048796,33.07622857259926
24938213,116.71733747921743
8555036,106.40399373695884
22108302,83.86266709153715
3625656,130.70751511454245
11238715,61.39202461591515
5041360,31.249407931675904
3989564,127.88182425468644
22662308,300.1727011460555
17728208,111.39736020969463
13597896,135.02391103329919
13083638,135.745694781096
8760775,102.65395841214047
25518930,135.4399280665532
17256297,124.55953099788866
1975069,119.32686481121048
479285,29.70732153825672
22050058,52.66637312354348
21844210,281.9093932001518
25835470,24.739064931178973
27853108,197.61851411343866
9486111,275.3238760109511
23148095,34.44452991778482
26603929,159.63925775237917
6272181,49.25471704599656
22674576,100.08607575699452
20758205,240.3761926339451
22928982,426.92430552598887
28582815,185.69001921512185
13406622,347.28777937448757
24429072,257.34704208653017
4031951,49.34945716074414
25380861,189.55139739472918
18946416,240.15675457813404
9028856,270.2583530603166
29455324,260.4690479520196
23342877,55.08164501144847
28333465,57.10457216500362
29335812,128.9905891115283
15621557,49.37679086944094
22240208,297.5493577793711
14851292,187.7269230010077
13649833,103.16194009824986
6843556,231.29213157113344
4881610,74.64243740974472
14125183,53.69426311589699
13374115,120.78865901400852
12495831,143.26121347855525
11963123,150.7318583862719
16024539,126.06050244940819
4351563,122.77971468399055
27141784,169.2485376898813
14684699,151.86126016689465
5031569,112.48534930901192
9046203,187.44043875096742
16238779,182.99251230790946
4629359,278.63327849149516
3811186,84.17759231463594
8703711,111.46696104115367
26814509,210.27901871816903
17556436,65.50769740961942
27368543,182.89789098246462
16456543,49.33579030639574
190542,126.65175141694448
18753645,147.43023319599754
14928996,98.77133992896901
24918804,207.54594387380928
29569480,101.43082530051316
4434797,11.083711921639804
7403108,170.83069678065448
14070967,103.20161481123225
28624477,129.0990071219036
7632182,112.34634887994994
27507052,57.88628832839066
10681555,151.49054458713098
26224149,64.25354282320782
15010339,102.66946898101682
21979587,124.19890580902893
491123,49.94341771120298
1703303,140.4771393358922
13276073,238.38508178021152
10336325,181.96907925192548
18504631,38.79422605019647
12983221,207.94309336108083
28893280,146.0938698150251
10995810,31.249407931675904
29490463,-1.866391883214476
19476873,259.8144997315095
11693193,162.6395748531925
3766496,116.24950742704317
13936825,38.33203159506927
9331413,181.71945848934666
15144105,46.76837297132339
25763994,116.44692213919059
18457273,116.29235181243305
10120414,198.10748358123962
26770369,47.63061212073595
26035905,55.10233207424008
7367864,176.59093573606657
18736642,141.08028071372172
21190435,110.22440104403027
3750917,63.06985168712711
29260109,350.872320982894
26236287,151.56136896640973
23744530,184.49735175533505
22937557,67.64411736751502
11069190,144.18572852959358
14535422,133.1393448559284
29615038,63.0892171217436
28978145,124.88720896701398
9116831,127.41455360473233
4728136,57.59676089821488
26337553,46.795706680020174
20136238,49.322123452047336
19343700,201.9441662468093
16409970,154.76912152056443
25740704,295.6692191519732
27604010,258.21962941964193
29490455,254.64674324025873
9429015,204.08733337960237
17575407,47.500254942080076
17481087,184.49642388964384
29391342,181.58831924575037
16163768,115.54539695186389
21139341,284.5582745246686
301372,43.68012661629254
18824754,64.29359270103231
28652436,106.80033251306241
14762427,103.20294293284984
26338854,215.4527584013809
23902815,47.20535244132401
25289041,306.4160489628307
4325244,198.50182964992865
2695372,149.66128253723488
715070,185.2617677331542
21293326,112.80786800428118
4235620,104.422015392566
27573123,25.00446781897513
5562710,189.83042733757867
6227341,49.322123452047336
9955143,182.00985822035196
22838613,72.65926415314806
8736291,130.66077556201267
22339572,107.6214334544735
7542840,113.6971354485903
11957593,47.73756416589899
25413957,247.98806748589516
8371626,100.05014194821942
13485043,221.5630128084012
20775042,62.935038875025555
15468790,127.6446389397646
7434615,165.9478444474653
26401133,184.51009074399224
7082866,192.68422261940577
9883870,278.69241538788367
13092522,103.20906408296678
26716581,134.04971392560998
18840683,61.39109675022394
13996108,237.26242178266898
26039386,89.44483771701915
27584712,63.124519104520715
1771989,110.69856467393484
13431961,204.78988373366022
14365130,161.5605759475998
23480798,188.12298700674512
24538997,59.25148209056674
20333200,102.37826233091629
16163482,263.33473000050134
294353,50.29926399369104
16214500,117.34412473282754
12325291,391.6622115696582
918049,170.37419712519787
14110144,199.81514904801605
28670804,246.30236518384572
20504269,102.15454167987282
