Id,Predicted
4464418,145.177291430616
8566656,145.177291430616
8719005,145.177291430616
324517,145.177291430616
7395202,145.177291430616
951944,145.177291430616
7632804,145.177291430616
481440,145.177291430616
27721695,145.177291430616
2508374,145.177291430616
13282620,145.177291430616
29752829,145.177291430616
26607252,145.177291430616
22986609,145.177291430616
14336804,145.177291430616
25181430,145.177291430616
13606847,145.177291430616
692657,145.177291430616
27836864,145.177291430616
21999726,145.177291430616
22327260,145.177291430616
21369271,145.177291430616
14627819,145.177291430616
10435733,145.177291430616
3808358,145.177291430616
27927394,145.177291430616
19830759,145.177291430616
26574513,145.177291430616
14439478,145.177291430616
23586315,145.177291430616
19523894,145.177291430616
18471203,145.177291430616
20047512,145.177291430616
226542,145.177291430616
10807838,145.177291430616
22811207,145.177291430616
19528621,145.177291430616
26592537,145.177291430616
27394504,145.177291430616
19500346,145.177291430616
20624427,145.177291430616
4016069,145.177291430616
18975570,145.177291430616
19556174,145.177291430616
4500794,145.177291430616
15087285,145.177291430616
25565086,145.177291430616
20176191,145.177291430616
17634485,145.177291430616
13728712,145.177291430616
798008,145.177291430616
7439512,145.177291430616
27956689,145.177291430616
16202083,145.177291430616
27689960,145.177291430616
29589092,145.177291430616
16144923,145.177291430616
21012537,145.177291430616
27032162,145.177291430616
20229886,145.177291430616
22387499,145.177291430616
6613354,145.177291430616
25834407,145.177291430616
17097898,145.177291430616
25416257,145.177291430616
23232398,145.177291430616
17973686,145.177291430616
9709178,145.177291430616
22939843,145.177291430616
24751420,145.177291430616
22438808,145.177291430616
14196990,145.177291430616
12365206,145.177291430616
21799111,145.177291430616
15355575,145.177291430616
28310761,145.177291430616
8267425,145.177291430616
21769366,145.177291430616
27624008,145.177291430616
29689253,145.177291430616
21192284,145.177291430616
10148581,145.177291430616
15732919,145.177291430616
15500135,145.177291430616
27835751,145.177291430616
3144135,145.177291430616
3595503,145.177291430616
9577968,145.177291430616
27336179,145.177291430616
9541320,145.177291430616
9395128,145.177291430616
23470849,145.177291430616
25995062,145.177291430616
5181720,145.177291430616
19028078,145.177291430616
16193887,145.177291430616
6791173,145.177291430616
25084002,145.177291430616
813225,145.177291430616
29304334,145.177291430616
29674137,145.177291430616
9201989,145.177291430616
4053987,145.177291430616
21567303,145.177291430616
1798210,145.177291430616
22089422,145.177291430616
7263899,145.177291430616
15898893,145.177291430616
16743025,145.177291430616
6924538,145.177291430616
12470877,145.177291430616
16467165,145.177291430616
27547687,145.177291430616
29283100,145.177291430616
19386062,145.177291430616
21273425,145.177291430616
15446933,145.177291430616
22635765,145.177291430616
25785298,145.177291430616
22148794,145.177291430616
13058423,145.177291430616
5690007,145.177291430616
26945036,145.177291430616
19345676,145.177291430616
16044615,145.177291430616
17269438,145.177291430616
22338304,145.177291430616
9542254,145.177291430616
22328089,145.177291430616
20515035,145.177291430616
28909076,145.177291430616
22207308,145.177291430616
20849320,145.177291430616
13656902,145.177291430616
26318555,145.177291430616
10297292,145.177291430616
19951510,145.177291430616
14065936,145.177291430616
26563389,145.177291430616
7801,145.177291430616
12538440,145.177291430616
29014206,145.177291430616
5037473,145.177291430616
23002408,145.177291430616
9436049,145.177291430616
9674453,145.177291430616
3098703,145.177291430616
25264136,145.177291430616
28805245,145.177291430616
12649361,145.177291430616
12733430,145.177291430616
22345693,145.177291430616
13816362,145.177291430616
24583029,145.177291430616
14139553,145.177291430616
16884012,145.177291430616
26812324,145.177291430616
11488593,145.177291430616
2509617,145.177291430616
27919288,145.177291430616
28565575,145.177291430616
15421279,145.177291430616
3967160,145.177291430616
5396801,145.177291430616
13356748,145.177291430616
14323919,145.177291430616
3311830,145.177291430616
2326226,145.177291430616
28957946,145.177291430616
10496738,145.177291430616
13247674,145.177291430616
2863223,145.177291430616
18908638,145.177291430616
24007453,145.177291430616
3543562,145.177291430616
9452728,145.177291430616
22481246,145.177291430616
15016495,145.177291430616
57468,145.177291430616
6477272,145.177291430616
9792440,145.177291430616
13752439,145.177291430616
19711234,145.177291430616
6452279,145.177291430616
3043467,145.177291430616
20196464,145.177291430616
27786853,145.177291430616
12851100,145.177291430616
25643070,145.177291430616
4672452,145.177291430616
24022975,145.177291430616
8172995,145.177291430616
9093219,145.177291430616
21213312,145.177291430616
28248156,145.177291430616
3603440,145.177291430616
14262851,145.177291430616
494937,145.177291430616
22162915,145.177291430616
3533777,145.177291430616
27852017,145.177291430616
1965031,145.177291430616
29097892,145.177291430616
21472364,145.177291430616
21563121,145.177291430616
6793460,145.177291430616
7497287,145.177291430616
2608483,145.177291430616
673248,145.177291430616
19316517,145.177291430616
17860684,145.177291430616
7665771,145.177291430616
5135121,145.177291430616
16815519,145.177291430616
21869167,145.177291430616
21462551,145.177291430616
222054,145.177291430616
8118112,145.177291430616
14534542,145.177291430616
26166987,145.177291430616
669640,145.177291430616
4751664,145.177291430616
9997980,145.177291430616
22669096,145.177291430616
4007770,145.177291430616
26720235,145.177291430616
10709846,145.177291430616
24186775,145.177291430616
4325502,145.177291430616
27960021,145.177291430616
22213903,145.177291430616
24267208,145.177291430616
9336526,145.177291430616
20171179,145.177291430616
9007591,145.177291430616
29707579,145.177291430616
8849758,145.177291430616
136493,145.177291430616
11822434,145.177291430616
16530604,145.177291430616
14472385,145.177291430616
8964446,145.177291430616
20888020,145.177291430616
823520,145.177291430616
5373297,145.177291430616
27195692,145.177291430616
26814687,145.177291430616
16056607,145.177291430616
28794872,145.177291430616
21006228,145.177291430616
21624651,145.177291430616
27585912,145.177291430616
23745732,145.177291430616
26837823,145.177291430616
10938544,145.177291430616
7984555,145.177291430616
21975315,145.177291430616
22156875,145.177291430616
20707363,145.177291430616
6832599,145.177291430616
519310,145.177291430616
23003201,145.177291430616
26119015,145.177291430616
7133488,145.177291430616
28739729,145.177291430616
27963195,145.177291430616
27703578,145.177291430616
5965216,145.177291430616
4733949,145.177291430616
7059663,145.177291430616
8704528,145.177291430616
26952578,145.177291430616
29241662,145.177291430616
26743342,145.177291430616
2552043,145.177291430616
22000376,145.177291430616
21752880,145.177291430616
9938208,145.177291430616
19088709,145.177291430616
28908411,145.177291430616
7238041,145.177291430616
21310073,145.177291430616
16188595,145.177291430616
16244634,145.177291430616
13811866,145.177291430616
8899565,145.177291430616
20092176,145.177291430616
11742647,145.177291430616
2498576,145.177291430616
28578651,145.177291430616
7561584,145.177291430616
29161929,145.177291430616
20650685,145.177291430616
14210928,145.177291430616
29763231,145.177291430616
14888012,145.177291430616
21607964,145.177291430616
16311616,145.177291430616
14052751,145.177291430616
22400510,145.177291430616
3177630,145.177291430616
27749038,145.177291430616
9504043,145.177291430616
18411925,145.177291430616
6334492,145.177291430616
9393674,145.177291430616
6170845,145.177291430616
742779,145.177291430616
15939098,145.177291430616
20717,145.177291430616
6712530,145.177291430616
21946665,145.177291430616
18069745,145.177291430616
2076101,145.177291430616
22407448,145.177291430616
6973286,145.177291430616
25263729,145.177291430616
19525377,145.177291430616
5504568,145.177291430616
25810632,145.177291430616
3695776,145.177291430616
22108306,145.177291430616
1716441,145.177291430616
5705775,145.177291430616
16349888,145.177291430616
11839668,145.177291430616
18997233,145.177291430616
3738756,145.177291430616
25234477,145.177291430616
22972187,145.177291430616
22251120,145.177291430616
20162513,145.177291430616
29259313,145.177291430616
23807788,145.177291430616
4624657,145.177291430616
296658,145.177291430616
17554889,145.177291430616
12133132,145.177291430616
4554577,145.177291430616
239883,145.177291430616
5863567,145.177291430616
9806903,145.177291430616
12426775,145.177291430616
5277117,145.177291430616
9124975,145.177291430616
7319791,145.177291430616
20803231,145.177291430616
26108084,145.177291430616
17699790,145.177291430616
14357487,145.177291430616
4217758,145.177291430616
11244568,145.177291430616
29457680,145.177291430616
25011664,145.177291430616
27527902,145.177291430616
22764796,145.177291430616
794020,145.177291430616
4637145,145.177291430616
5511036,145.177291430616
9250196,145.177291430616
12819224,145.177291430616
1656585,145.177291430616
10100799,145.177291430616
20990086,145.177291430616
13226860,145.177291430616
1788553,145.177291430616
29741017,145.177291430616
9994304,145.177291430616
27132102,145.177291430616
27089135,145.177291430616
10273251,145.177291430616
11314451,145.177291430616
14801700,145.177291430616
9989805,145.177291430616
22400254,145.177291430616
18719526,145.177291430616
9195534,145.177291430616
7621847,145.177291430616
12053427,145.177291430616
26009952,145.177291430616
29486402,145.177291430616
457528,145.177291430616
29082165,145.177291430616
14530298,145.177291430616
8089270,145.177291430616
23461386,145.177291430616
4807492,145.177291430616
681518,145.177291430616
1077176,145.177291430616
1881586,145.177291430616
14277478,145.177291430616
28101926,145.177291430616
8588016,145.177291430616
28289858,145.177291430616
1519799,145.177291430616
45542,145.177291430616
19894131,145.177291430616
28184213,145.177291430616
22393526,145.177291430616
4484899,145.177291430616
29009445,145.177291430616
27542342,145.177291430616
21851586,145.177291430616
15663543,145.177291430616
29734635,145.177291430616
8857546,145.177291430616
7429161,145.177291430616
20659193,145.177291430616
12148086,145.177291430616
23035891,145.177291430616
14475417,145.177291430616
3349699,145.177291430616
1294721,145.177291430616
15563416,145.177291430616
20710208,145.177291430616
28644822,145.177291430616
11506542,145.177291430616
29550015,145.177291430616
15486072,145.177291430616
27678259,145.177291430616
23946797,145.177291430616
28759566,145.177291430616
16216443,145.177291430616
29561476,145.177291430616
20605308,145.177291430616
27550894,145.177291430616
4729927,145.177291430616
1432262,145.177291430616
9059397,145.177291430616
27280100,145.177291430616
22667815,145.177291430616
13798188,145.177291430616
21815831,145.177291430616
17349377,145.177291430616
4490509,145.177291430616
6933326,145.177291430616
13005376,145.177291430616
3172212,145.177291430616
26053340,145.177291430616
27220502,145.177291430616
16004977,145.177291430616
516452,145.177291430616
4612401,145.177291430616
9775055,145.177291430616
16710935,145.177291430616
29280041,145.177291430616
2186699,145.177291430616
27432384,145.177291430616
16543149,145.177291430616
28441716,145.177291430616
23467571,145.177291430616
13165250,145.177291430616
13334879,145.177291430616
2254541,145.177291430616
28807969,145.177291430616
19992696,145.177291430616
232618,145.177291430616
447840,145.177291430616
10576172,145.177291430616
29314671,145.177291430616
11924652,145.177291430616
10755419,145.177291430616
22658582,145.177291430616
27369200,145.177291430616
26717562,145.177291430616
